0,ジン,Gin,gin.jpg
1,ウォッカ,Vodka,vodka.JPG
2,テキーラ,Tequila,tequila.jpg
3,ラム,Rum,rum.jpg
4,その他,Others,blue.jpg
5,リキュール,Liquor,malibu.JPG
6,ワイン,Wine,cassis.jpg
7,ビール,Beer,campari.jpg
8,ウイスキー,Whiskey,kahlua.jpg
